English,Japanese,context
prioritisation,	革新,Try to use the word 'prioritisation' in a short sentence.
prioritise,	革新,Try to use the word 'prioritise' in a short sentence.
prioritised,	革新,I prioritised the report.
prioritises,	技術 革新,We found several prioritises.
prioritising,	革新,They are prioritising the results.
prioritization,	イノベーター,Try to use the word 'prioritization' in a short sentence.
prioritize,	イノベーター,Try to use the word 'prioritize' in a short sentence.
prioritized,挿入する,I prioritized the report.
prioritizes,	挿入,We found several prioritizes.
prioritizing,	挿入,They are prioritizing the results.
prohibit,	挿入,Try to use the word 'prohibit' in a short sentence.
prohibited,	挿入,I prohibited the report.
prohibiting,介入,They are prohibiting the results.
prohibition,	介入,Try to use the word 'prohibition' in a short sentence.
prohibitions,	介入,We found several prohibitions.
prohibitive,	間にある,Try to use the word 'prohibitive' in a short sentence.
prohibits,	介入,We found several prohibits.
publication,	介入,Try to use the word 'publication' in a short sentence.
publications,隔離する,We found several publications.
quote,	分離,Try to use the word 'quote' in a short sentence.
quotation,	分離,Try to use the word 'quotation' in a short sentence.
quotations,	分離,We found several quotations.
quoted,	隔離,I quoted the report.
quotes,	孤立主義,We found several quotes.
quoting,メディア,They are quoting the results.
release,モード,Try to use the word 'release' in a short sentence.
released,	モード,I released the report.
releases,パラダイム,We found several releases.
releasing,	パラダイム,They are releasing the results.
reverse,現象,Try to use the word 'reverse' in a short sentence.
reversal,	現象,Try to use the word 'reversal' in a short sentence.
reversed,	驚異,I reversed the report.
reverses,優先権,We found several reverses.
reversible,	優先 順位,Try to use the word 'reversible' in a short sentence.
reversing,	優先順位付け,They are reversing the results.
reversals,	優先順位付け,We found several reversals.
irreversible,	優先順位付け,Try to use the word 'irreversible' in a short sentence.
simulate,	優先順位付け,Try to use the word 'simulate' in a short sentence.
simulated,	優先順位付け,I simulated the report.
simulates,	優先順位付け,We found several simulates.
simulating,	優先 順位,They are simulating the results.
simulation,	優先 順位,Try to use the word 'simulation' in a short sentence.
sole,	優先 順位,Try to use the word 'sole' in a short sentence.
solely,	優先 順位 付け,Try to use the word 'solely' in a short sentence.
somewhat,禁止する,Try to use the word 'somewhat' in a short sentence.
submit,	禁じられた,Try to use the word 'submit' in a short sentence.
submission,	禁止,Try to use the word 'submission' in a short sentence.
submissions,	禁止,We found several submissions.
submits,	禁止,We found several submits.
submitted,	禁止,I submitted the report.
submitting,	禁止,They are submitting the results.
successor,出版,She is an successor.
succession,	出版 物,Try to use the word 'succession' in a short sentence.
successions,引用する,We found several successions.
successive,	引用,Try to use the word 'successive' in a short sentence.
successively,	引用,Try to use the word 'successively' in a short sentence.
successors,	引用,We found several successors.
survive,	引用符,Try to use the word 'survive' in a short sentence.
survival,	引用,Try to use the word 'survival' in a short sentence.
survived,解放,I survived the report.
survives,	リリース,We found several survives.
surviving,	リリース,They are surviving the results.
survivor,	リリース,She is an survivor.
survivors,逆,We found several survivors.
thesis,	逆転,We found several thesis.
theses,	さかさ,We found several theses.
topic,	反転,Try to use the word 'topic' in a short sentence.
topical,	リバーシブル,Try to use the word 'topical' in a short sentence.
topics,	反転,We found several topics.
transmit,	逆転,Try to use the word 'transmit' in a short sentence.
transmission,	不可逆,Try to use the word 'transmission' in a short sentence.
transmissions,シミュレートする,We found several transmissions.
transmitted,	シミュレーション,I transmitted the report.
transmitting,	シミュレーション,They are transmitting the results.
transmits,	シミュレーション,We found several transmits.
ultimate,	シミュレーション,Try to use the word 'ultimate' in a short sentence.
ultimately,ソール,Try to use the word 'ultimately' in a short sentence.
unique,	一に,Try to use the word 'unique' in a short sentence.
uniquely,なんとか,Try to use the word 'uniquely' in a short sentence.
uniqueness,送信,Try to use the word 'uniqueness' in a short sentence.
visible,	提出,Try to use the word 'visible' in a short sentence.
visibility,	提出,Try to use the word 'visibility' in a short sentence.
visibly,	送信,Try to use the word 'visibly' in a short sentence.
invisible,	提出,Try to use the word 'invisible' in a short sentence.
invisibility,	提出,Try to use the word 'invisibility' in a short sentence.
voluntary,後継,Try to use the word 'voluntary' in a short sentence.
voluntarily,	承継,Try to use the word 'voluntarily' in a short sentence.
volunteer,	団地,She is an volunteer.
volunteering,	後続,They are volunteering the results.
volunteered,	逐次,I volunteered the report.
volunteers,	後継 者,We found several volunteers.
Sublist 8 of the Academic Word List,生き延びる,Try to use the word 'Sublist 8 of the Academic Word List' in a short sentence.
abandon,	生存,Try to use the word 'abandon' in a short sentence.
abandoned,	生き残った,I abandoned the report.
abandoning,	存続,They are abandoning the results.
abandonment,	存続,Try to use the word 'abandonment' in a short sentence.
abandons,	生存者,We found several abandons.
accompany,	生存 者,Try to use the word 'accompany' in a short sentence.
accompanied,論文,I accompanied the report.
accompanies,	論文,We found several accompanies.
accompaniment,話題,Try to use the word 'accompaniment' in a short sentence.
accompanying,	局所,They are accompanying the results.
unaccompanied,	トピック,I unaccompanied the report.
accumulate,伝える,Try to use the word 'accumulate' in a short sentence.
accumulated,	感染,I accumulated the report.
accumulating,	トランス ミッション,They are accumulating the results.
accumulation,	伝わる,Try to use the word 'accumulation' in a short sentence.
accumulates,	送信,We found several accumulates.
ambiguous,	送信,We found several ambiguous.
ambiguities,究極,We found several ambiguities.
ambiguity,	最近,Try to use the word 'ambiguity' in a short sentence.
unambiguous,ユニーク,We found several unambiguous.
unambiguously,	一意,Try to use the word 'unambiguously' in a short sentence.
append,	独特,Try to use the word 'append' in a short sentence.
appendix,目に見える,Try to use the word 'appendix' in a short sentence.
appended,	可視,I appended the report.
appends,	目に見えて,We found several appends.
appending,	インビジブル,They are appending the results.
appendices,	不可視,We found several appendices.
appendixes,自発的,We found several appendixes.
appreciate,	進んで,Try to use the word 'appreciate' in a short sentence.
appreciable,	ボランティア,Try to use the word 'appreciable' in a short sentence.
appreciably,	志願,Try to use the word 'appreciably' in a short sentence.
appreciated,	ボランティア,I appreciated the report.
appreciates,	ボランティア,We found several appreciates.
appreciating,,They are appreciating the results.
appreciation,,Try to use the word 'appreciation' in a short sentence.
unappreciated,アカデミックワードリストのサブリスト8,I unappreciated the report.
arbitrary,,Try to use the word 'arbitrary' in a short sentence.
arbitrariness,,Try to use the word 'arbitrariness' in a short sentence.
arbitrarily,捨てる,Try to use the word 'arbitrarily' in a short sentence.
automate,	放棄,Try to use the word 'automate' in a short sentence.
automatic,	放棄,Try to use the word 'automatic' in a short sentence.
automated,	放棄,I automated the report.
automates,	ドロップ アウト,We found several automates.
automating,召し連れる,They are automating the results.
automatically,	伴う,Try to use the word 'automatically' in a short sentence.
automation,	伴う,Try to use the word 'automation' in a short sentence.
bias,	伴奏,We found several bias.
biased,	供奉,I biased the report.
biases,	別送,We found several biases.
biasing,溜める,They are biasing the results.
unbiased,	蓄積,I unbiased the report.
chart,	蓄積,Try to use the word 'chart' in a short sentence.
charted,	蓄積,I charted the report.
charting,	蓄積,They are charting the results.
charts,紛らわしい,We found several charts.
uncharted,	あいまい さ,I uncharted the report.
clarify,	曖昧さ,Try to use the word 'clarify' in a short sentence.
clarification,	一義的,Try to use the word 'clarification' in a short sentence.
clarified,	明確,I clarified the report.
clarifies,追加,We found several clarifies.
clarifying,	虫垂,They are clarifying the results.
clarity,	追加,Try to use the word 'clarity' in a short sentence.
commodity,	追加,Try to use the word 'commodity' in a short sentence.
commodities,	貼付,We found several commodities.
complement,	付録,Try to use the word 'complement' in a short sentence.
complementary,	付録,Try to use the word 'complementary' in a short sentence.
complemented,感謝する,I complemented the report.
complementing,	かなり,They are complementing the results.
complements,	かなり,We found several complements.
conform,	感謝,Try to use the word 'conform' in a short sentence.
conformable,	高く 評価,Try to use the word 'conformable' in a short sentence.
conformability,	鑑賞,Try to use the word 'conformability' in a short sentence.
conformance,	鑑賞,Try to use the word 'conformance' in a short sentence.
conformation,	評価されない,Try to use the word 'conformation' in a short sentence.
conformed,任意,I conformed the report.
conforming,	恣意,They are conforming the results.
conformist,	任意に,Try to use the word 'conformist' in a short sentence.
conformists,自動化,We found several conformists.
conformity,	自動,Try to use the word 'conformity' in a short sentence.
conforms,	自動,We found several conforms.
nonconformist,	自動化,Try to use the word 'nonconformist' in a short sentence.
nonconformists,	オートメーション,We found several nonconformists.
nonconformity,	自動的に,Try to use the word 'nonconformity' in a short sentence.
non-conformist,	オートメーション,Try to use the word 'non-conformist' in a short sentence.
non-conformists,バイアス,We found several non-conformists.
non-conformity,	詖,Try to use the word 'non-conformity' in a short sentence.
contemporary,	バイアス,Try to use the word 'contemporary' in a short sentence.
contemporaries,	バイアス,We found several contemporaries.
contradict,	公平,Try to use the word 'contradict' in a short sentence.
contradicted,チャート,I contradicted the report.
contradicting,	チャート,They are contradicting the results.
contradiction,	チャート,Try to use the word 'contradiction' in a short sentence.
contradictions,	グラフ,We found several contradictions.
contradictory,	未知の,Try to use the word 'contradictory' in a short sentence.
contradicts,闡,We found several contradicts.
crucial,	解明,Try to use the word 'crucial' in a short sentence.
crucially,	明らか,Try to use the word 'crucially' in a short sentence.
currency,	明らか,Try to use the word 'currency' in a short sentence.
currencies,	明らか,We found several currencies.
denote,	明快,Try to use the word 'denote' in a short sentence.
denotation,商品,Try to use the word 'denotation' in a short sentence.
denotations,	商品,We found several denotations.
denoted,補語,I denoted the report.
denotes,	補完,We found several denotes.
denoting,	補完,They are denoting the results.
detect,	補完,Try to use the word 'detect' in a short sentence.
detectable,	補完,Try to use the word 'detectable' in a short sentence.
detected,従う,I detected the report.
detecting,	適合可能,They are detecting the results.
detection,	適合性,Try to use the word 'detection' in a short sentence.
detective,	準拠,Try to use the word 'detective' in a short sentence.
detectives,	立体配座,We found several detectives.
detector,	適合,She is an detector.
detectors,	準拠,We found several detectors.
detects,	順応,We found several detects.
deviate,	コンフォーミスト,Try to use the word 'deviate' in a short sentence.
deviated,	適合,I deviated the report.
deviates,	準拠,We found several deviates.
deviating,	異端児,They are deviating the results.
deviation,	非国教徒,Try to use the word 'deviation' in a short sentence.
deviations,	不適合,We found several deviations.
displace,	不適合者,Try to use the word 'displace' in a short sentence.
displaced,	非国教徒,I displaced the report.
displacement,	不適合,Try to use the word 'displacement' in a short sentence.
displaces,コンテンポラリー,We found several displaces.
displacing,	時代,They are displacing the results.
drama,反する,Try to use the word 'drama' in a short sentence.
dramas,	矛盾,We found several dramas.
dramatic,	矛盾,Try to use the word 'dramatic' in a short sentence.
dramatically,	矛盾,Try to use the word 'dramatically' in a short sentence.
dramatise,	矛盾,Try to use the word 'dramatise' in a short sentence.
dramatised,	矛盾,I dramatised the report.
dramatising,	否定,They are dramatising the results.
dramatises,肝要,We found several dramatises.
dramatisation,	重大,Try to use the word 'dramatisation' in a short sentence.
dramatisations,通貨,We found several dramatisations.
dramatist,	 通貨,Try to use the word 'dramatist' in a short sentence.
dramatists,示す,We found several dramatists.
dramatization,	外延,Try to use the word 'dramatization' in a short sentence.
dramatizations,	表示,We found several dramatizations.
dramatize,	示される,Try to use the word 'dramatize' in a short sentence.
dramatized,	示します,I dramatized the report.
dramatizes,	示す,We found several dramatizes.
dramatizing,見付ける,They are dramatizing the results.
eventual,	検出可能,Try to use the word 'eventual' in a short sentence.
eventuality,	検出,Try to use the word 'eventuality' in a short sentence.
eventually,	検波,Try to use the word 'eventually' in a short sentence.
exhibit,	検出,Try to use the word 'exhibit' in a short sentence.
exhibited,	探偵,I exhibited the report.
exhibiting,	探偵,They are exhibiting the results.
exhibition,	ディテクター,Try to use the word 'exhibition' in a short sentence.
exhibitions,	検出 器,We found several exhibitions.
exhibits,	検出,We found several exhibits.
exploit,逸脱,Try to use the word 'exploit' in a short sentence.
exploitation,	逸脱,Try to use the word 'exploitation' in a short sentence.
exploited,	逸脱,I exploited the report.
exploiting,	逸脱,They are exploiting the results.
exploits,	偏差,We found several exploits.
fluctuate,	偏差,Try to use the word 'fluctuate' in a short sentence.
fluctuated,変位,I fluctuated the report.
fluctuates,	避難,We found several fluctuates.
fluctuating,	排水量,They are fluctuating the results.
fluctuation,	変位,Try to use the word 'fluctuation' in a short sentence.
fluctuations,	変位,We found several fluctuations.
guideline,ドラマ,Try to use the word 'guideline' in a short sentence.
guidelines,	ドラマ,We found several guidelines.
highlight,	劇的,Try to use the word 'highlight' in a short sentence.
highlighted,	劇的,I highlighted the report.
highlighting,	ドラマチック,They are highlighting the results.
highlights,	ドラマ化,We found several highlights.
implicit,	ドラマ化,Try to use the word 'implicit' in a short sentence.
implicitly,	ドラマチック,Try to use the word 'implicitly' in a short sentence.
induce,	脚色,Try to use the word 'induce' in a short sentence.
induced,	ドラマ化,I induced the report.
induces,	劇作家,We found several induces.
inducing,	劇作家,They are inducing the results.
induction,	脚色,Try to use the word 'induction' in a short sentence.
inevitable,	ドラマ化,Try to use the word 'inevitable' in a short sentence.
inevitability,	脚色,Try to use the word 'inevitability' in a short sentence.
inevitably,	脚色,Try to use the word 'inevitably' in a short sentence.
infrastructure,	ドラマ化する,Try to use the word 'infrastructure' in a short sentence.
infrastructures,	演出,We found several infrastructures.
inspect,最終的,Try to use the word 'inspect' in a short sentence.
inspected,	不測,I inspected the report.
inspecting,	結局,They are inspecting the results.
inspection,展示,Try to use the word 'inspection' in a short sentence.
inspections,	展示,We found several inspections.
inspector,	展示,She is an inspector.
inspectors,	展示,We found several inspectors.
inspects,	展示 会,We found several inspects.
intense,	パレード,Try to use the word 'intense' in a short sentence.
intensely,搾り取る,Try to use the word 'intensely' in a short sentence.
intenseness,	搾取,Try to use the word 'intenseness' in a short sentence.
intensification,	悪用,Try to use the word 'intensification' in a short sentence.
intensified,	悪用,I intensified the report.
intensifies,	悪用,We found several intensifies.
intensify,動く,Try to use the word 'intensify' in a short sentence.
intensifying,	変動,They are intensifying the results.
intension,	変動,Try to use the word 'intension' in a short sentence.
intensity,	変動,Try to use the word 'intensity' in a short sentence.
intensive,	変動,Try to use the word 'intensive' in a short sentence.
intensively,	変動,Try to use the word 'intensively' in a short sentence.
manipulate,ガイドライン,Try to use the word 'manipulate' in a short sentence.
manipulated,	ガイドライン,I manipulated the report.
manipulates,ハイライト,We found several manipulates.
manipulating,	強調,They are manipulating the results.
manipulation,	強調 表示,Try to use the word 'manipulation' in a short sentence.
manipulations,	ハイライト,We found several manipulations.
manipulative,暗黙の,Try to use the word 'manipulative' in a short sentence.
minimise,	暗黙的,Try to use the word 'minimise' in a short sentence.
minimised,徠,I minimised the report.
minimises,	誘導,We found several minimises.
minimising,	誘導,They are minimising the results.
minimize,	誘導,Try to use the word 'minimize' in a short sentence.
minimized,	誘導,I minimized the report.
minimizes,必至,We found several minimizes.
minimizing,	必然,They are minimizing the results.
nuclear,	必然的に,Try to use the word 'nuclear' in a short sentence.
offset,インフラ,Try to use the word 'offset' in a short sentence.
offsets,	インフラ,We found several offsets.
offsetting,検査する,They are offsetting the results.
paragraph,	検査,Try to use the word 'paragraph' in a short sentence.
paragraphing,	実検,They are paragraphing the results.
paragraphs,	検査,We found several paragraphs.
plus,	検査,We found several plus.
pluses,	インスペクター,We found several pluses.
practitioner,	検査 官,She is an practitioner.
practitioners,	検査,We found several practitioners.
predominant,きつい,Try to use the word 'predominant' in a short sentence.
predominance,	激しく,Try to use the word 'predominance' in a short sentence.
predominantly,	強烈さ,Try to use the word 'predominantly' in a short sentence.
predominate,	激化,Try to use the word 'predominate' in a short sentence.
predominated,	激化,I predominated the report.
predominates,	激化,We found several predominates.
predominating,	深まる,They are predominating the results.
prospect,	激化,Try to use the word 'prospect' in a short sentence.
prospective,	意図,Try to use the word 'prospective' in a short sentence.
prospects,	強度,We found several prospects.
radical,	インテンシブ,Try to use the word 'radical' in a short sentence.
radically,	集中,Try to use the word 'radically' in a short sentence.
radicals,操る,We found several radicals.
random,	操作,Try to use the word 'random' in a short sentence.
randomly,	操作,Try to use the word 'randomly' in a short sentence.
randomness,	操作,Try to use the word 'randomness' in a short sentence.
reinforce,	マニピュレーション,Try to use the word 'reinforce' in a short sentence.
reinforced,	操作,I reinforced the report.
reinforcement,	操作的,Try to use the word 'reinforcement' in a short sentence.
reinforcements,最小限,We found several reinforcements.
reinforces,	最小 化,We found several reinforces.
reinforcing,	最小 化,They are reinforcing the results.
restore,	最小限,Try to use the word 'restore' in a short sentence.
restoration,	最小化する,Try to use the word 'restoration' in a short sentence.
restored,	最小 化,I restored the report.
restores,	最小 化,We found several restores.
restoring,	最小 化,They are restoring the results.
revise,核,Try to use the word 'revise' in a short sentence.
revised,相殺,I revised the report.
revises,	オフセット,We found several revises.
revising,	相殺,They are revising the results.
revision,段落,Try to use the word 'revision' in a short sentence.
revisions,	段落,We found several revisions.
schedule,	段落,Try to use the word 'schedule' in a short sentence.
reschedule,プラス,Try to use the word 'reschedule' in a short sentence.
rescheduled,	プラス,I rescheduled the report.
reschedules,開業医,We found several reschedules.
rescheduling,	実務 家,They are rescheduling the results.
scheduled,優勢,I scheduled the report.
schedules,	優勢,We found several schedules.
scheduling,	主,They are scheduling the results.
unscheduled,	そびえる,I unscheduled the report.
tense,	優勢,Try to use the word 'tense' in a short sentence.
tension,	優勢,Try to use the word 'tension' in a short sentence.
tensely,	優勢,Try to use the word 'tensely' in a short sentence.
tenser,見通し,She is an tenser.
tensest,	プロスペクティブ,Try to use the word 'tensest' in a short sentence.
tensions,	形勢,We found several tensions.
terminate,部首,Try to use the word 'terminate' in a short sentence.
terminal,	根本,Try to use the word 'terminal' in a short sentence.
terminals,	ラジカル,We found several terminals.
terminated,ランダム,I terminated the report.
terminates,	ランダム,We found several terminates.
terminating,	無作為,They are terminating the results.
termination,補強する,Try to use the word 'termination' in a short sentence.
terminations,	強化,We found several terminations.
theme,	強化,Try to use the word 'theme' in a short sentence.
themes,	援兵,We found several themes.
thematic,	強化,Try to use the word 'thematic' in a short sentence.
thematically,	補強,Try to use the word 'thematically' in a short sentence.
thereby,戻す,Try to use the word 'thereby' in a short sentence.
uniform,	復旧,Try to use the word 'uniform' in a short sentence.
uniformity,	復元,Try to use the word 'uniformity' in a short sentence.
uniformly,	復元,Try to use the word 'uniformly' in a short sentence.
vehicle,	復元,Try to use the word 'vehicle' in a short sentence.
vehicles,改める,We found several vehicles.
via,	改訂,Try to use the word 'via' in a short sentence.
virtual,	改訂,Try to use the word 'virtual' in a short sentence.
virtually,	改正,Try to use the word 'virtually' in a short sentence.
visual,	改定,Try to use the word 'visual' in a short sentence.
visualise,	リビジョン,Try to use the word 'visualise' in a short sentence.
visualised,計画,I visualised the report.
visualising,	変更する,They are visualising the results.
visualisation,	スケジュール,Try to use the word 'visualisation' in a short sentence.
visualize,	スケジュール変更,Try to use the word 'visualize' in a short sentence.
visualized,	スケジュール変更,I visualized the report.
visualizing,	予定,They are visualizing the results.
visualization,	スケジュール,Try to use the word 'visualization' in a short sentence.
visually,	スケジューリング,Try to use the word 'visually' in a short sentence.
widespread,	不定期,Try to use the word 'widespread' in a short sentence.
Sublist 9 of the Academic Word List,時制,Try to use the word 'Sublist 9 of the Academic Word List' in a short sentence.
accommodate,	緊張,Try to use the word 'accommodate' in a short sentence.
accommodated,	激しく,I accommodated the report.
accommodates,	テンサー,We found several accommodates.
accommodating,	テンセスト,They are accommodating the results.
accommodation,	緊張,Try to use the word 'accommodation' in a short sentence.
analogy,終了する,Try to use the word 'analogy' in a short sentence.
analogies,	ターミナル,We found several analogies.
analogous,	端末,We found several analogous.
anticipate,	終了,Try to use the word 'anticipate' in a short sentence.
anticipated,	終了,I anticipated the report.
anticipates,	終了,We found several anticipates.
anticipating,	終了,They are anticipating the results.
anticipation,	終端,Try to use the word 'anticipation' in a short sentence.
unanticipated,テーマ,I unanticipated the report.
assure,	テーマ,Try to use the word 'assure' in a short sentence.
assurance,	テーマ,Try to use the word 'assurance' in a short sentence.
assurances,	主題,We found several assurances.
assured,それによって,I assured the report.
assuredly,制服,Try to use the word 'assuredly' in a short sentence.
assures,	一律,We found several assures.
assuring,	万遍無く,They are assuring the results.
attain,車,Try to use the word 'attain' in a short sentence.
attainable,	車,Try to use the word 'attainable' in a short sentence.
attained,経由,I attained the report.
attaining,バーチャル,They are attaining the results.
attainment,	実際に,Try to use the word 'attainment' in a short sentence.
attainments,ビジュアル,We found several attainments.
attains,	視覚化する,We found several attains.
unattainable,	視覚化,Try to use the word 'unattainable' in a short sentence.
behalf,	視覚化,Try to use the word 'behalf' in a short sentence.
bulk,	視覚化,Try to use the word 'bulk' in a short sentence.
bulky,	視覚化,Try to use the word 'bulky' in a short sentence.
cease,	視覚化,Try to use the word 'cease' in a short sentence.
ceased,	可視 化,I ceased the report.
ceaseless,	視覚化,Try to use the word 'ceaseless' in a short sentence.
ceases,	視覚,We found several ceases.
ceasing,広く,They are ceasing the results.
coherent,,Try to use the word 'coherent' in a short sentence.
coherence,,Try to use the word 'coherence' in a short sentence.
coherently,アカデミックワードリストのサブリスト9,Try to use the word 'coherently' in a short sentence.
incoherent,,Try to use the word 'incoherent' in a short sentence.
incoherently,収容,Try to use the word 'incoherently' in a short sentence.
coincide,	収容,Try to use the word 'coincide' in a short sentence.
coincided,	収容,I coincided the report.
coincides,	収容,We found several coincides.
coinciding,	収容,They are coinciding the results.
coincidence,アナロジー,Try to use the word 'coincidence' in a short sentence.
coincidences,	類似,We found several coincidences.
coincident,	類似,Try to use the word 'coincident' in a short sentence.
coincidental,待つ,Try to use the word 'coincidental' in a short sentence.
commence,	予想,Try to use the word 'commence' in a short sentence.
commenced,	予想,I commenced the report.
commences,	予想,We found several commences.
commencement,	予想,Try to use the word 'commencement' in a short sentence.
commencing,	予期 しない,They are commencing the results.
recommences,請け合う,We found several recommences.
recommenced,	保険,I recommenced the report.
recommencing,	保険,They are recommencing the results.
compatible,	保証,Try to use the word 'compatible' in a short sentence.
compatibility,	確実,Try to use the word 'compatibility' in a short sentence.
incompatibility,	保証,Try to use the word 'incompatibility' in a short sentence.
incompatible,	保証,Try to use the word 'incompatible' in a short sentence.
concurrent,到る,Try to use the word 'concurrent' in a short sentence.
concurrently,	達成,Try to use the word 'concurrently' in a short sentence.
confine,	達成,Try to use the word 'confine' in a short sentence.
confined,	達成,I confined the report.
confines,	到達,We found several confines.
confining,	素養,They are confining the results.
unconfined,	達成,I unconfined the report.
controversy,	及ばない,Try to use the word 'controversy' in a short sentence.
controversies,代わり,We found several controversies.
controversial,嵩,Try to use the word 'controversial' in a short sentence.
controversially,	分厚い,Try to use the word 'controversially' in a short sentence.
uncontroversial,止める,Try to use the word 'uncontroversial' in a short sentence.
converse,	停止,Try to use the word 'converse' in a short sentence.
conversely,	絶え間 ない,Try to use the word 'conversely' in a short sentence.
device,	停止,Try to use the word 'device' in a short sentence.
devices,	中止,We found several devices.
devote,コヒーレント,Try to use the word 'devote' in a short sentence.
devoted,	辻褄,I devoted the report.
devotedly,	コヒーレント,Try to use the word 'devotedly' in a short sentence.
devotes,	支離滅裂,We found several devotes.
devoting,	支離滅裂,They are devoting the results.
devotion,一致,Try to use the word 'devotion' in a short sentence.
devotions,	一致,We found several devotions.
diminish,	一致,Try to use the word 'diminish' in a short sentence.
diminished,	脗,I diminished the report.
diminishes,	符合,We found several diminishes.
diminishing,	偶然,They are diminishing the results.
diminution,	一致,Try to use the word 'diminution' in a short sentence.
undiminished,	偶然,I undiminished the report.
distort,開始,Try to use the word 'distort' in a short sentence.
distorted,	開始,I distorted the report.
distorting,	開始,They are distorting the results.
distortion,	開始,Try to use the word 'distortion' in a short sentence.
distortions,	開始,We found several distortions.
distorts,	繰り返す,We found several distorts.
duration,	再開しました,Try to use the word 'duration' in a short sentence.
erode,	再開する,Try to use the word 'erode' in a short sentence.
eroded,コンパチ,I eroded the report.
erodes,	互換性,We found several erodes.
eroding,	非 互換 性,They are eroding the results.
erosion,	相容れない,Try to use the word 'erosion' in a short sentence.
ethic,同時,Try to use the word 'ethic' in a short sentence.
ethical,	兼,Try to use the word 'ethical' in a short sentence.
ethically,閉じ込める,Try to use the word 'ethically' in a short sentence.
ethics,	狭い,We found several ethics.
unethical,	範囲,Try to use the word 'unethical' in a short sentence.
format,	拘束,Try to use the word 'format' in a short sentence.
formatted,	一軸,I formatted the report.
formatting,論争,They are formatting the results.
formats,	論争,We found several formats.
found,	論争,Try to use the word 'found' in a short sentence.
founded,	論争,I founded the report.
founder,	余地,She is an founder.
founders,語り合う,We found several founders.
founding,	逆に言えば,They are founding the results.
unfounded,デバイス,I unfounded the report.
inherent,	デバイス,Try to use the word 'inherent' in a short sentence.
inherently,捧げる,Try to use the word 'inherently' in a short sentence.
insight,	忠実,Try to use the word 'insight' in a short sentence.
insightful,	献身 的,Try to use the word 'insightful' in a short sentence.
insights,	充て,We found several insights.
integral,	捧げる,Try to use the word 'integral' in a short sentence.
intermediate,	帰依,Try to use the word 'intermediate' in a short sentence.
manual,	祈り,Try to use the word 'manual' in a short sentence.
manually,減らす,Try to use the word 'manually' in a short sentence.
manuals,	減少,We found several manuals.
mature,	減少,Try to use the word 'mature' in a short sentence.
immature,	減少,Try to use the word 'immature' in a short sentence.
immaturity,	減る,Try to use the word 'immaturity' in a short sentence.
maturation,	衰えない,Try to use the word 'maturation' in a short sentence.
maturational,歪める,Try to use the word 'maturational' in a short sentence.
matured,	歪む,I matured the report.
matures,	歪曲,We found several matures.
maturing,	歪み,They are maturing the results.
maturity,	歪み,Try to use the word 'maturity' in a short sentence.
mediate,	歪め,Try to use the word 'mediate' in a short sentence.
mediated,期間,I mediated the report.
mediates,むしばむ,We found several mediates.
mediating,	侵食,They are mediating the results.
mediation,	侵食,Try to use the word 'mediation' in a short sentence.
medium,	浸食,Try to use the word 'medium' in a short sentence.
military,	侵食,Try to use the word 'military' in a short sentence.
minimal,倫理,Try to use the word 'minimal' in a short sentence.
minimalisation,	倫理的,Try to use the word 'minimalisation' in a short sentence.
minimalise,	倫理 的,Try to use the word 'minimalise' in a short sentence.
minimalises,	倫理,We found several minimalises.
minimalised,	不道徳な,I minimalised the report.
minimalising,形式,They are minimalising the results.
minimalist,	フォーマット,Try to use the word 'minimalist' in a short sentence.
minimalists,	フォーマッティング,We found several minimalists.
minimalistic,	形式,Try to use the word 'minimalistic' in a short sentence.
minimalization,設立する,Try to use the word 'minimalization' in a short sentence.
minimalize,	設立,Try to use the word 'minimalize' in a short sentence.
minimalized,	始祖,I minimalized the report.
minimalizes,	創設 者,We found several minimalizes.
minimalizing,	創立,They are minimalizing the results.
minimally,	根拠のない,Try to use the word 'minimally' in a short sentence.
mutual,生得,Try to use the word 'mutual' in a short sentence.
mutually,	本来,Try to use the word 'mutually' in a short sentence.
norm,直観,Try to use the word 'norm' in a short sentence.
norms,	洞察 力,We found several norms.
overlap,	洞察 力,Try to use the word 'overlap' in a short sentence.
overlapped,積分,I overlapped the report.
overlapping,中間,They are overlapping the results.
overlaps,手動,We found several overlaps.
passive,	手動,Try to use the word 'passive' in a short sentence.
passively,	マニュアル,Try to use the word 'passively' in a short sentence.
passivity,熟れる,Try to use the word 'passivity' in a short sentence.
portion,	幼稚,Try to use the word 'portion' in a short sentence.
portions,	未熟,We found several portions.
preliminary,	成熟,Try to use the word 'preliminary' in a short sentence.
preliminaries,	成熟,We found several preliminaries.
protocol,	成熟,Try to use the word 'protocol' in a short sentence.
protocols,	成熟,We found several protocols.
qualitative,	成熟,Try to use the word 'qualitative' in a short sentence.
qualitatively,	成熟,Try to use the word 'qualitatively' in a short sentence.
refine,取り持つ,Try to use the word 'refine' in a short sentence.
refined,	媒介,I refined the report.
refinement,	仲介,Try to use the word 'refinement' in a short sentence.
refinements,	媒介,We found several refinements.
refines,	調停,We found several refines.
refining,中程度,They are refining the results.
relax,軍,Try to use the word 'relax' in a short sentence.
relaxation,極小,Try to use the word 'relaxation' in a short sentence.
relaxed,	最小化,I relaxed the report.
relaxes,	最小 化,We found several relaxes.
relaxing,	ミニマライズ,They are relaxing the results.
restrain,	ミニマライズ,Try to use the word 'restrain' in a short sentence.
