English,Japanese,context
manipulated,	ガイドライン,I manipulated the report.
manipulates,ハイライト,We found several manipulates.
manipulating,	強調,They are manipulating the results.
manipulation,	強調 表示,"The concept of 'manipulation' plays an important role in many real-life situations, helping us better understand and use it effectively."
manipulations,	ハイライト,We found several manipulations.
manipulative,暗黙の,"The concept of 'manipulative' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimise,	暗黙的,"The concept of 'minimise' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimised,徠,I minimised the report.
minimises,	誘導,We found several minimises.
minimising,	誘導,They are minimising the results.
minimize,	誘導,"The concept of 'minimize' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimized,	誘導,I minimized the report.
minimizes,必至,We found several minimizes.
minimizing,	必然,They are minimizing the results.
nuclear,	必然的に,"The concept of 'nuclear' plays an important role in many real-life situations, helping us better understand and use it effectively."
offset,インフラ,"The concept of 'offset' plays an important role in many real-life situations, helping us better understand and use it effectively."
offsets,	インフラ,We found several offsets.
offsetting,検査する,They are offsetting the results.
paragraph,	検査,"The concept of 'paragraph' plays an important role in many real-life situations, helping us better understand and use it effectively."
paragraphing,	実検,They are paragraphing the results.
paragraphs,	検査,We found several paragraphs.
plus,	検査,We found several plus.
pluses,	インスペクター,We found several pluses.
practitioner,	検査 官,She is an practitioner.
practitioners,	検査,We found several practitioners.
predominant,きつい,"The concept of 'predominant' plays an important role in many real-life situations, helping us better understand and use it effectively."
predominance,	激しく,"The concept of 'predominance' plays an important role in many real-life situations, helping us better understand and use it effectively."
predominantly,	強烈さ,"The concept of 'predominantly' plays an important role in many real-life situations, helping us better understand and use it effectively."
predominate,	激化,"The concept of 'predominate' plays an important role in many real-life situations, helping us better understand and use it effectively."
predominated,	激化,I predominated the report.
predominates,	激化,We found several predominates.
predominating,	深まる,They are predominating the results.
prospect,	激化,"The concept of 'prospect' plays an important role in many real-life situations, helping us better understand and use it effectively."
prospective,	意図,"The concept of 'prospective' plays an important role in many real-life situations, helping us better understand and use it effectively."
prospects,	強度,We found several prospects.
radical,	インテンシブ,"The concept of 'radical' plays an important role in many real-life situations, helping us better understand and use it effectively."
radically,	集中,"The concept of 'radically' plays an important role in many real-life situations, helping us better understand and use it effectively."
radicals,操る,We found several radicals.
random,	操作,"The concept of 'random' plays an important role in many real-life situations, helping us better understand and use it effectively."
randomly,	操作,"The concept of 'randomly' plays an important role in many real-life situations, helping us better understand and use it effectively."
randomness,	操作,"The concept of 'randomness' plays an important role in many real-life situations, helping us better understand and use it effectively."
reinforce,	マニピュレーション,"The concept of 'reinforce' plays an important role in many real-life situations, helping us better understand and use it effectively."
reinforced,	操作,I reinforced the report.
reinforcement,	操作的,"The concept of 'reinforcement' plays an important role in many real-life situations, helping us better understand and use it effectively."
reinforcements,最小限,We found several reinforcements.
reinforces,	最小 化,We found several reinforces.
reinforcing,	最小 化,They are reinforcing the results.
restore,	最小限,"The concept of 'restore' plays an important role in many real-life situations, helping us better understand and use it effectively."
restoration,	最小化する,"The concept of 'restoration' plays an important role in many real-life situations, helping us better understand and use it effectively."
restored,	最小 化,I restored the report.
restores,	最小 化,We found several restores.
restoring,	最小 化,They are restoring the results.
revise,核,"The concept of 'revise' plays an important role in many real-life situations, helping us better understand and use it effectively."
revised,相殺,I revised the report.
revises,	オフセット,We found several revises.
revising,	相殺,They are revising the results.
revision,段落,"The concept of 'revision' plays an important role in many real-life situations, helping us better understand and use it effectively."
revisions,	段落,We found several revisions.
schedule,	段落,"The concept of 'schedule' plays an important role in many real-life situations, helping us better understand and use it effectively."
reschedule,プラス,"The concept of 'reschedule' plays an important role in many real-life situations, helping us better understand and use it effectively."
rescheduled,	プラス,I rescheduled the report.
reschedules,開業医,We found several reschedules.
rescheduling,	実務 家,They are rescheduling the results.
scheduled,優勢,I scheduled the report.
schedules,	優勢,We found several schedules.
scheduling,	主,They are scheduling the results.
unscheduled,	そびえる,I unscheduled the report.
tense,	優勢,"The concept of 'tense' plays an important role in many real-life situations, helping us better understand and use it effectively."
tension,	優勢,"The concept of 'tension' plays an important role in many real-life situations, helping us better understand and use it effectively."
tensely,	優勢,"The concept of 'tensely' plays an important role in many real-life situations, helping us better understand and use it effectively."
tenser,見通し,She is an tenser.
tensest,	プロスペクティブ,"The concept of 'tensest' plays an important role in many real-life situations, helping us better understand and use it effectively."
tensions,	形勢,We found several tensions.
terminate,部首,"The concept of 'terminate' plays an important role in many real-life situations, helping us better understand and use it effectively."
terminal,	根本,"The concept of 'terminal' plays an important role in many real-life situations, helping us better understand and use it effectively."
terminals,	ラジカル,We found several terminals.
terminated,ランダム,I terminated the report.
terminates,	ランダム,We found several terminates.
terminating,	無作為,They are terminating the results.
termination,補強する,"The concept of 'termination' plays an important role in many real-life situations, helping us better understand and use it effectively."
terminations,	強化,We found several terminations.
theme,	強化,"The concept of 'theme' plays an important role in many real-life situations, helping us better understand and use it effectively."
themes,	援兵,We found several themes.
thematic,	強化,"The concept of 'thematic' plays an important role in many real-life situations, helping us better understand and use it effectively."
thematically,	補強,"The concept of 'thematically' plays an important role in many real-life situations, helping us better understand and use it effectively."
thereby,戻す,"The concept of 'thereby' plays an important role in many real-life situations, helping us better understand and use it effectively."
uniform,	復旧,"The concept of 'uniform' plays an important role in many real-life situations, helping us better understand and use it effectively."
uniformity,	復元,"The concept of 'uniformity' plays an important role in many real-life situations, helping us better understand and use it effectively."
uniformly,	復元,"The concept of 'uniformly' plays an important role in many real-life situations, helping us better understand and use it effectively."
vehicle,	復元,"The concept of 'vehicle' plays an important role in many real-life situations, helping us better understand and use it effectively."
vehicles,改める,We found several vehicles.
via,	改訂,"The concept of 'via' plays an important role in many real-life situations, helping us better understand and use it effectively."
virtual,	改訂,"The concept of 'virtual' plays an important role in many real-life situations, helping us better understand and use it effectively."
virtually,	改正,"The concept of 'virtually' plays an important role in many real-life situations, helping us better understand and use it effectively."
visual,	改定,"The concept of 'visual' plays an important role in many real-life situations, helping us better understand and use it effectively."
visualise,	リビジョン,"The concept of 'visualise' plays an important role in many real-life situations, helping us better understand and use it effectively."
visualised,計画,I visualised the report.
visualising,	変更する,They are visualising the results.
visualisation,	スケジュール,"The concept of 'visualisation' plays an important role in many real-life situations, helping us better understand and use it effectively."
visualize,	スケジュール変更,"The concept of 'visualize' plays an important role in many real-life situations, helping us better understand and use it effectively."
visualized,	スケジュール変更,I visualized the report.
visualizing,	予定,They are visualizing the results.
visualization,	スケジュール,"The concept of 'visualization' plays an important role in many real-life situations, helping us better understand and use it effectively."
visually,	スケジューリング,"The concept of 'visually' plays an important role in many real-life situations, helping us better understand and use it effectively."
widespread,	不定期,"The concept of 'widespread' plays an important role in many real-life situations, helping us better understand and use it effectively."
Sublist 9 of the Academic Word List,時制,"The concept of 'Sublist 9 of the Academic Word List' plays an important role in many real-life situations, helping us better understand and use it effectively."
accommodate,	緊張,"The concept of 'accommodate' plays an important role in many real-life situations, helping us better understand and use it effectively."
accommodated,	激しく,I accommodated the report.
accommodates,	テンサー,We found several accommodates.
accommodating,	テンセスト,They are accommodating the results.
accommodation,	緊張,"The concept of 'accommodation' plays an important role in many real-life situations, helping us better understand and use it effectively."
analogy,終了する,"The concept of 'analogy' plays an important role in many real-life situations, helping us better understand and use it effectively."
analogies,	ターミナル,We found several analogies.
analogous,	端末,We found several analogous.
anticipate,	終了,"The concept of 'anticipate' plays an important role in many real-life situations, helping us better understand and use it effectively."
anticipated,	終了,I anticipated the report.
anticipates,	終了,We found several anticipates.
anticipating,	終了,They are anticipating the results.
anticipation,	終端,"The concept of 'anticipation' plays an important role in many real-life situations, helping us better understand and use it effectively."
unanticipated,テーマ,I unanticipated the report.
assure,	テーマ,"The concept of 'assure' plays an important role in many real-life situations, helping us better understand and use it effectively."
assurance,	テーマ,"The concept of 'assurance' plays an important role in many real-life situations, helping us better understand and use it effectively."
assurances,	主題,We found several assurances.
assured,それによって,I assured the report.
assuredly,制服,"The concept of 'assuredly' plays an important role in many real-life situations, helping us better understand and use it effectively."
assures,	一律,We found several assures.
assuring,	万遍無く,They are assuring the results.
attain,車,"The concept of 'attain' plays an important role in many real-life situations, helping us better understand and use it effectively."
attainable,	車,"The concept of 'attainable' plays an important role in many real-life situations, helping us better understand and use it effectively."
attained,経由,I attained the report.
attaining,バーチャル,They are attaining the results.
attainment,	実際に,"The concept of 'attainment' plays an important role in many real-life situations, helping us better understand and use it effectively."
attainments,ビジュアル,We found several attainments.
attains,	視覚化する,We found several attains.
unattainable,	視覚化,"The concept of 'unattainable' plays an important role in many real-life situations, helping us better understand and use it effectively."
behalf,	視覚化,"The concept of 'behalf' plays an important role in many real-life situations, helping us better understand and use it effectively."
bulk,	視覚化,"The concept of 'bulk' plays an important role in many real-life situations, helping us better understand and use it effectively."
bulky,	視覚化,"The concept of 'bulky' plays an important role in many real-life situations, helping us better understand and use it effectively."
cease,	視覚化,"The concept of 'cease' plays an important role in many real-life situations, helping us better understand and use it effectively."
ceased,	可視 化,I ceased the report.
ceaseless,	視覚化,"The concept of 'ceaseless' plays an important role in many real-life situations, helping us better understand and use it effectively."
ceases,	視覚,We found several ceases.
ceasing,広く,They are ceasing the results.
coherent,,"The concept of 'coherent' plays an important role in many real-life situations, helping us better understand and use it effectively."
coherence,,"The concept of 'coherence' plays an important role in many real-life situations, helping us better understand and use it effectively."
coherently,アカデミックワードリストのサブリスト9,"The concept of 'coherently' plays an important role in many real-life situations, helping us better understand and use it effectively."
incoherent,,"The concept of 'incoherent' plays an important role in many real-life situations, helping us better understand and use it effectively."
incoherently,収容,"The concept of 'incoherently' plays an important role in many real-life situations, helping us better understand and use it effectively."
coincide,	収容,"The concept of 'coincide' plays an important role in many real-life situations, helping us better understand and use it effectively."
coincided,	収容,I coincided the report.
coincides,	収容,We found several coincides.
coinciding,	収容,They are coinciding the results.
coincidence,アナロジー,"The concept of 'coincidence' plays an important role in many real-life situations, helping us better understand and use it effectively."
coincidences,	類似,We found several coincidences.
coincident,	類似,"The concept of 'coincident' plays an important role in many real-life situations, helping us better understand and use it effectively."
coincidental,待つ,"The concept of 'coincidental' plays an important role in many real-life situations, helping us better understand and use it effectively."
commence,	予想,"The concept of 'commence' plays an important role in many real-life situations, helping us better understand and use it effectively."
commenced,	予想,I commenced the report.
commences,	予想,We found several commences.
commencement,	予想,"The concept of 'commencement' plays an important role in many real-life situations, helping us better understand and use it effectively."
commencing,	予期 しない,They are commencing the results.
recommences,請け合う,We found several recommences.
recommenced,	保険,I recommenced the report.
recommencing,	保険,They are recommencing the results.
compatible,	保証,"The concept of 'compatible' plays an important role in many real-life situations, helping us better understand and use it effectively."
compatibility,	確実,"The concept of 'compatibility' plays an important role in many real-life situations, helping us better understand and use it effectively."
incompatibility,	保証,"The concept of 'incompatibility' plays an important role in many real-life situations, helping us better understand and use it effectively."
incompatible,	保証,"The concept of 'incompatible' plays an important role in many real-life situations, helping us better understand and use it effectively."
concurrent,到る,"The concept of 'concurrent' plays an important role in many real-life situations, helping us better understand and use it effectively."
concurrently,	達成,"The concept of 'concurrently' plays an important role in many real-life situations, helping us better understand and use it effectively."
confine,	達成,"The concept of 'confine' plays an important role in many real-life situations, helping us better understand and use it effectively."
confined,	達成,I confined the report.
confines,	到達,We found several confines.
confining,	素養,They are confining the results.
unconfined,	達成,I unconfined the report.
controversy,	及ばない,"The concept of 'controversy' plays an important role in many real-life situations, helping us better understand and use it effectively."
controversies,代わり,We found several controversies.
controversial,嵩,"The concept of 'controversial' plays an important role in many real-life situations, helping us better understand and use it effectively."
controversially,	分厚い,"The concept of 'controversially' plays an important role in many real-life situations, helping us better understand and use it effectively."
uncontroversial,止める,"The concept of 'uncontroversial' plays an important role in many real-life situations, helping us better understand and use it effectively."
converse,	停止,"The concept of 'converse' plays an important role in many real-life situations, helping us better understand and use it effectively."
conversely,	絶え間 ない,"The concept of 'conversely' plays an important role in many real-life situations, helping us better understand and use it effectively."
device,	停止,"The concept of 'device' plays an important role in many real-life situations, helping us better understand and use it effectively."
devices,	中止,We found several devices.
devote,コヒーレント,"The concept of 'devote' plays an important role in many real-life situations, helping us better understand and use it effectively."
devoted,	辻褄,I devoted the report.
devotedly,	コヒーレント,"The concept of 'devotedly' plays an important role in many real-life situations, helping us better understand and use it effectively."
devotes,	支離滅裂,We found several devotes.
devoting,	支離滅裂,They are devoting the results.
devotion,一致,"The concept of 'devotion' plays an important role in many real-life situations, helping us better understand and use it effectively."
devotions,	一致,We found several devotions.
diminish,	一致,"The concept of 'diminish' plays an important role in many real-life situations, helping us better understand and use it effectively."
diminished,	脗,I diminished the report.
diminishes,	符合,We found several diminishes.
diminishing,	偶然,They are diminishing the results.
diminution,	一致,"The concept of 'diminution' plays an important role in many real-life situations, helping us better understand and use it effectively."
undiminished,	偶然,I undiminished the report.
distort,開始,"The concept of 'distort' plays an important role in many real-life situations, helping us better understand and use it effectively."
distorted,	開始,I distorted the report.
distorting,	開始,They are distorting the results.
distortion,	開始,"The concept of 'distortion' plays an important role in many real-life situations, helping us better understand and use it effectively."
distortions,	開始,We found several distortions.
distorts,	繰り返す,We found several distorts.
duration,	再開しました,"The concept of 'duration' plays an important role in many real-life situations, helping us better understand and use it effectively."
erode,	再開する,"The concept of 'erode' plays an important role in many real-life situations, helping us better understand and use it effectively."
eroded,コンパチ,I eroded the report.
erodes,	互換性,We found several erodes.
eroding,	非 互換 性,They are eroding the results.
erosion,	相容れない,"The concept of 'erosion' plays an important role in many real-life situations, helping us better understand and use it effectively."
ethic,同時,"The concept of 'ethic' plays an important role in many real-life situations, helping us better understand and use it effectively."
ethical,	兼,"The concept of 'ethical' plays an important role in many real-life situations, helping us better understand and use it effectively."
ethically,閉じ込める,"The concept of 'ethically' plays an important role in many real-life situations, helping us better understand and use it effectively."
ethics,	狭い,We found several ethics.
unethical,	範囲,"The concept of 'unethical' plays an important role in many real-life situations, helping us better understand and use it effectively."
format,	拘束,"The concept of 'format' plays an important role in many real-life situations, helping us better understand and use it effectively."
formatted,	一軸,I formatted the report.
formatting,論争,They are formatting the results.
formats,	論争,We found several formats.
found,	論争,"The concept of 'found' plays an important role in many real-life situations, helping us better understand and use it effectively."
founded,	論争,I founded the report.
founder,	余地,She is an founder.
founders,語り合う,We found several founders.
founding,	逆に言えば,They are founding the results.
unfounded,デバイス,I unfounded the report.
inherent,	デバイス,"The concept of 'inherent' plays an important role in many real-life situations, helping us better understand and use it effectively."
inherently,捧げる,"The concept of 'inherently' plays an important role in many real-life situations, helping us better understand and use it effectively."
insight,	忠実,"The concept of 'insight' plays an important role in many real-life situations, helping us better understand and use it effectively."
insightful,	献身 的,"The concept of 'insightful' plays an important role in many real-life situations, helping us better understand and use it effectively."
insights,	充て,We found several insights.
integral,	捧げる,"The concept of 'integral' plays an important role in many real-life situations, helping us better understand and use it effectively."
intermediate,	帰依,"The concept of 'intermediate' plays an important role in many real-life situations, helping us better understand and use it effectively."
manual,	祈り,"The concept of 'manual' plays an important role in many real-life situations, helping us better understand and use it effectively."
manually,減らす,"The concept of 'manually' plays an important role in many real-life situations, helping us better understand and use it effectively."
manuals,	減少,We found several manuals.
mature,	減少,"The concept of 'mature' plays an important role in many real-life situations, helping us better understand and use it effectively."
immature,	減少,"The concept of 'immature' plays an important role in many real-life situations, helping us better understand and use it effectively."
immaturity,	減る,"The concept of 'immaturity' plays an important role in many real-life situations, helping us better understand and use it effectively."
maturation,	衰えない,"The concept of 'maturation' plays an important role in many real-life situations, helping us better understand and use it effectively."
maturational,歪める,"The concept of 'maturational' plays an important role in many real-life situations, helping us better understand and use it effectively."
matured,	歪む,I matured the report.
matures,	歪曲,We found several matures.
maturing,	歪み,They are maturing the results.
maturity,	歪み,"The concept of 'maturity' plays an important role in many real-life situations, helping us better understand and use it effectively."
mediate,	歪め,"The concept of 'mediate' plays an important role in many real-life situations, helping us better understand and use it effectively."
mediated,期間,I mediated the report.
mediates,むしばむ,We found several mediates.
mediating,	侵食,They are mediating the results.
mediation,	侵食,"The concept of 'mediation' plays an important role in many real-life situations, helping us better understand and use it effectively."
medium,	浸食,"The concept of 'medium' plays an important role in many real-life situations, helping us better understand and use it effectively."
military,	侵食,"The concept of 'military' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimal,倫理,"The concept of 'minimal' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimalisation,	倫理的,"The concept of 'minimalisation' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimalise,	倫理 的,"The concept of 'minimalise' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimalises,	倫理,We found several minimalises.
minimalised,	不道徳な,I minimalised the report.
minimalising,形式,They are minimalising the results.
minimalist,	フォーマット,"The concept of 'minimalist' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimalists,	フォーマッティング,We found several minimalists.
minimalistic,	形式,"The concept of 'minimalistic' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimalization,設立する,"The concept of 'minimalization' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimalize,	設立,"The concept of 'minimalize' plays an important role in many real-life situations, helping us better understand and use it effectively."
minimalized,	始祖,I minimalized the report.
minimalizes,	創設 者,We found several minimalizes.
minimalizing,	創立,They are minimalizing the results.
minimally,	根拠のない,"The concept of 'minimally' plays an important role in many real-life situations, helping us better understand and use it effectively."
mutual,生得,"The concept of 'mutual' plays an important role in many real-life situations, helping us better understand and use it effectively."
mutually,	本来,"The concept of 'mutually' plays an important role in many real-life situations, helping us better understand and use it effectively."
norm,直観,"The concept of 'norm' plays an important role in many real-life situations, helping us better understand and use it effectively."
norms,	洞察 力,We found several norms.
overlap,	洞察 力,"The concept of 'overlap' plays an important role in many real-life situations, helping us better understand and use it effectively."
overlapped,積分,I overlapped the report.
overlapping,中間,They are overlapping the results.
overlaps,手動,We found several overlaps.
passive,	手動,"The concept of 'passive' plays an important role in many real-life situations, helping us better understand and use it effectively."
passively,	マニュアル,"The concept of 'passively' plays an important role in many real-life situations, helping us better understand and use it effectively."
passivity,熟れる,"The concept of 'passivity' plays an important role in many real-life situations, helping us better understand and use it effectively."
portion,	幼稚,"The concept of 'portion' plays an important role in many real-life situations, helping us better understand and use it effectively."
portions,	未熟,We found several portions.
preliminary,	成熟,"The concept of 'preliminary' plays an important role in many real-life situations, helping us better understand and use it effectively."
preliminaries,	成熟,We found several preliminaries.
protocol,	成熟,"The concept of 'protocol' plays an important role in many real-life situations, helping us better understand and use it effectively."
protocols,	成熟,We found several protocols.
qualitative,	成熟,"The concept of 'qualitative' plays an important role in many real-life situations, helping us better understand and use it effectively."
qualitatively,	成熟,"The concept of 'qualitatively' plays an important role in many real-life situations, helping us better understand and use it effectively."
refine,取り持つ,"The concept of 'refine' plays an important role in many real-life situations, helping us better understand and use it effectively."
refined,	媒介,I refined the report.
refinement,	仲介,"The concept of 'refinement' plays an important role in many real-life situations, helping us better understand and use it effectively."
refinements,	媒介,We found several refinements.
refines,	調停,We found several refines.
refining,中程度,They are refining the results.
relax,軍,"The concept of 'relax' plays an important role in many real-life situations, helping us better understand and use it effectively."
relaxation,極小,"The concept of 'relaxation' plays an important role in many real-life situations, helping us better understand and use it effectively."
relaxed,	最小化,I relaxed the report.
relaxes,	最小 化,We found several relaxes.
relaxing,	ミニマライズ,They are relaxing the results.
restrain,	ミニマライズ,"The concept of 'restrain' plays an important role in many real-life situations, helping us better understand and use it effectively."
restrained,	ミニマライジング,I restrained the report.
restraining,	ミニマリスト,They are restraining the results.
restrains,	ミニマリスト,We found several restrains.
restraint,	ミニマル,"The concept of 'restraint' plays an important role in many real-life situations, helping us better understand and use it effectively."
restraints,	ミニマライゼーション,We found several restraints.
unrestrained,	最小化,I unrestrained the report.
revolution,	最小 化,"The concept of 'revolution' plays an important role in many real-life situations, helping us better understand and use it effectively."
revolutionary,	最小 化,"The concept of 'revolutionary' plays an important role in many real-life situations, helping us better understand and use it effectively."
revolutionaries,	ミニマライジング,We found several revolutionaries.
revolutionise,	最小限,"The concept of 'revolutionise' plays an important role in many real-life situations, helping us better understand and use it effectively."
revolutionised,相互,I revolutionised the report.
revolutionises,	互いに,We found several revolutionises.
revolutionising,規格,They are revolutionising the results.
revolutionist,	規範,"The concept of 'revolutionist' plays an important role in many real-life situations, helping us better understand and use it effectively."
revolutionists,オーバーラップ,We found several revolutionists.
revolutionize,	オーバー ラップ,"The concept of 'revolutionize' plays an important role in many real-life situations, helping us better understand and use it effectively."
revolutionized,	重複,I revolutionized the report.
revolutionizes,	重複,We found several revolutionizes.
revolutionizing,受け身,They are revolutionizing the results.
revolutions,	受動 的,We found several revolutions.
rigid,	消極性,"The concept of 'rigid' plays an important role in many real-life situations, helping us better understand and use it effectively."
rigidities,部分,We found several rigidities.
rigidity,	部分,"The concept of 'rigidity' plays an important role in many real-life situations, helping us better understand and use it effectively."
rigidly,予備的,"The concept of 'rigidly' plays an important role in many real-life situations, helping us better understand and use it effectively."
route,	予備,"The concept of 'route' plays an important role in many real-life situations, helping us better understand and use it effectively."
routed,議定書,I routed the report.
routes,	プロトコル,We found several routes.
routing,定性,They are routing the results.
scenario,	質的,"The concept of 'scenario' plays an important role in many real-life situations, helping us better understand and use it effectively."
scenarios,磨く,We found several scenarios.
sphere,	床しい,"The concept of 'sphere' plays an important role in many real-life situations, helping us better understand and use it effectively."
spheres,	洗練,We found several spheres.
spherical,	改良,"The concept of 'spherical' plays an important role in many real-life situations, helping us better understand and use it effectively."
spherically,	精製,"The concept of 'spherically' plays an important role in many real-life situations, helping us better understand and use it effectively."
subordinate,	精錬,"The concept of 'subordinate' plays an important role in many real-life situations, helping us better understand and use it effectively."
subordinates,リラックス,We found several subordinates.
subordination,	慰安,"The concept of 'subordination' plays an important role in many real-life situations, helping us better understand and use it effectively."
supplement,	くつろいだ,"The concept of 'supplement' plays an important role in many real-life situations, helping us better understand and use it effectively."
supplementary,	緩和,"The concept of 'supplementary' plays an important role in many real-life situations, helping us better understand and use it effectively."
supplemented,	伸びやか,I supplemented the report.
supplementing,抑止する,They are supplementing the results.
supplements,	拘束,We found several supplements.
suspend,	抑制,"The concept of 'suspend' plays an important role in many real-life situations, helping us better understand and use it effectively."
suspended,	抑制,I suspended the report.
suspending,	拘束,They are suspending the results.
suspends,	拘束,We found several suspends.
suspension,	気まま,"The concept of 'suspension' plays an important role in many real-life situations, helping us better understand and use it effectively."
team,革命,"The concept of 'team' plays an important role in many real-life situations, helping us better understand and use it effectively."
teamed,	革命家,I teamed the report.
teaming,	革命,They are teaming the results.
teams,	革命,We found several teams.
temporary,	革命,"The concept of 'temporary' plays an important role in many real-life situations, helping us better understand and use it effectively."
temporarily,	革命を起こす,"The concept of 'temporarily' plays an important role in many real-life situations, helping us better understand and use it effectively."
trigger,	革命を起こす,She is an trigger.
triggered,	革命家,I triggered the report.
triggering,	革命家,They are triggering the results.
triggers,	革命,We found several triggers.
unify,	革命,"The concept of 'unify' plays an important role in many real-life situations, helping us better understand and use it effectively."
unification,	革命,"The concept of 'unification' plays an important role in many real-life situations, helping us better understand and use it effectively."
unified,	革命,I unified the report.
unifies,	回転,We found several unifies.
unifying,硬直,They are unifying the results.
violate,	剛性 率,"The concept of 'violate' plays an important role in many real-life situations, helping us better understand and use it effectively."
violated,	剛性,I violated the report.
violates,	厳に,We found several violates.
violating,ルート,They are violating the results.
violation,	ルーティング,"The concept of 'violation' plays an important role in many real-life situations, helping us better understand and use it effectively."
violations,	ルート,We found several violations.
vision,	ルーティング,"The concept of 'vision' plays an important role in many real-life situations, helping us better understand and use it effectively."
visions,シナリオ,We found several visions.
Sublist 10 of the Academic Word List,	シナリオ,"The concept of 'Sublist 10 of the Academic Word List' plays an important role in many real-life situations, helping us better understand and use it effectively."
adjacent,球,"The concept of 'adjacent' plays an important role in many real-life situations, helping us better understand and use it effectively."
albeit,	球,"The concept of 'albeit' plays an important role in many real-life situations, helping us better understand and use it effectively."
assemble,	丸い,"The concept of 'assemble' plays an important role in many real-life situations, helping us better understand and use it effectively."
assembled,	球状,I assembled the report.
assembles,下位,We found several assembles.
assemblies,	部下,We found several assemblies.
assembling,	従属,They are assembling the results.
assembly,サプリメント,"The concept of 'assembly' plays an important role in many real-life situations, helping us better understand and use it effectively."
collapse,	副,"The concept of 'collapse' plays an important role in many real-life situations, helping us better understand and use it effectively."
collapsed,	補完,I collapsed the report.
collapses,	補完,We found several collapses.
collapsible,	サプリメント,"The concept of 'collapsible' plays an important role in many real-life situations, helping us better understand and use it effectively."
collapsing,停止する,They are collapsing the results.
colleague,	中断,"The concept of 'colleague' plays an important role in many real-life situations, helping us better understand and use it effectively."
colleagues,	中断,We found several colleagues.
compile,	中断,"The concept of 'compile' plays an important role in many real-life situations, helping us better understand and use it effectively."
compilation,	停止,"The concept of 'compilation' plays an important role in many real-life situations, helping us better understand and use it effectively."
compilations,チーム,We found several compilations.
compiled,	チーム,I compiled the report.
compiles,	チーミング,We found several compiles.
compiling,	チーム,They are compiling the results.
conceive,一時的,"The concept of 'conceive' plays an important role in many real-life situations, helping us better understand and use it effectively."
conceivable,	仮に,"The concept of 'conceivable' plays an important role in many real-life situations, helping us better understand and use it effectively."
conceivably,トリガー,"The concept of 'conceivably' plays an important role in many real-life situations, helping us better understand and use it effectively."
conceived,	トリガー,I conceived the report.
conceives,	トリガー,We found several conceives.
conceiving,	トリガー,They are conceiving the results.
inconceivable,統一する,"The concept of 'inconceivable' plays an important role in many real-life situations, helping us better understand and use it effectively."
inconceivably,	統一,"The concept of 'inconceivably' plays an important role in many real-life situations, helping us better understand and use it effectively."
convince,	ユニファイド,"The concept of 'convince' plays an important role in many real-life situations, helping us better understand and use it effectively."
convinced,	統一,I convinced the report.
convinces,	統一,We found several convinces.
convincing,破る,They are convincing the results.
convincingly,	違反,"The concept of 'convincingly' plays an important role in many real-life situations, helping us better understand and use it effectively."
unconvinced,	違反,I unconvinced the report.
depress,	違反,"The concept of 'depress' plays an important role in many real-life situations, helping us better understand and use it effectively."
depressed,	違反,I depressed the report.
depresses,	違反,We found several depresses.
depressing,視覚,They are depressing the results.
depression,	ビジョン,"The concept of 'depression' plays an important role in many real-life situations, helping us better understand and use it effectively."
encounter,,She is an encounter.
encountered,,I encountered the report.
encountering,アカデミックワードリストのサブリスト10,They are encountering the results.
encounters,,We found several encounters.
enormous,,We found several enormous.
enormity,隣接,"The concept of 'enormity' plays an important role in many real-life situations, helping us better understand and use it effectively."
enormously,とはいえ,"The concept of 'enormously' plays an important role in many real-life situations, helping us better understand and use it effectively."
forthcoming,集める,They are forthcoming the results.
incline,	組み立て,"The concept of 'incline' plays an important role in many real-life situations, helping us better understand and use it effectively."
inclination,	組み立て,"The concept of 'inclination' plays an important role in many real-life situations, helping us better understand and use it effectively."
inclinations,	アセンブリ,We found several inclinations.
inclined,	組立,I inclined the report.
inclines,	集会,We found several inclines.
inclining,倒れる,They are inclining the results.
integrity,	崩壊,"The concept of 'integrity' plays an important role in many real-life situations, helping us better understand and use it effectively."
intrinsic,	崩壊,"The concept of 'intrinsic' plays an important role in many real-life situations, helping us better understand and use it effectively."
intrinsically,	折り畳める,"The concept of 'intrinsically' plays an important role in many real-life situations, helping us better understand and use it effectively."
invoke,	崩壊,"The concept of 'invoke' plays an important role in many real-life situations, helping us better understand and use it effectively."
invoked,同僚,I invoked the report.
invokes,	同僚,We found several invokes.
invoking,コンパイル,They are invoking the results.
levy,	編纂,"The concept of 'levy' plays an important role in many real-life situations, helping us better understand and use it effectively."
levies,	コンパイル,We found several levies.
likewise,	コンパイル,"The concept of 'likewise' plays an important role in many real-life situations, helping us better understand and use it effectively."
nonetheless,	コンパイル,"The concept of 'nonetheless' plays an important role in many real-life situations, helping us better understand and use it effectively."
notwithstanding,	コンパイル,They are notwithstanding the results.
